incident_number,short_description,category,subcategory,priority,state,opened_at,resolved_at,closed_at,assigned_to,assignment_group,opened_by,contact_type,sla_breach,satisfaction_score
INC1003836,Email / Outlook - User request,Email / Outlook,Mailbox full,P1 - Critical,Closed,2024-01-21 09:19:07,2024-01-21 11:02:29,2024-01-21 13:00:29,robert.lewis,Hardware Team,Iris.Walsh,Email,true,1.0
INC1003837,Password Reset - User request,Password Reset,Application Password,P4 - Low,Closed,2024-01-12 10:05:29,2024-01-12 19:00:39,2024-01-12 20:39:39,mike.wilson,Hardware Team,Nathan.Foster,Self-Service Portal,false,
INC1003838,Password Reset - User request,Password Reset,AD Password,P2 - High,Reopened,2024-01-01 09:29:12,2024-01-01 09:57:20,,mike.wilson,Service Desk L2,Jack.Vance,Phone,false,
INC1003839,Account Unlock - User request,Account Unlock,General,P2 - High,Closed,2024-01-01 12:35:08,2024-01-01 15:36:22,2024-01-01 16:12:22,john.smith,Service Desk L1,Frank.Vance,Email,false,2.9
INC1003840,Printer Issue - User request,Printer Issue,General,P3 - Medium,Closed,2024-01-11 10:25:28,2024-01-11 16:42:50,2024-01-11 17:32:50,mike.wilson,Service Desk L1,Frank.Garcia,Walk-in,false,
INC1003841,Hardware Issue - User request,Hardware Issue,Keyboard/Mouse,P3 - Medium,Closed,2024-01-16 18:29:38,2024-01-19 02:12:09,2024-01-19 03:37:09,robert.lewis,Hardware Team,Leo.Garcia,Self-Service Portal,true,1.0
INC1003842,Password Reset - User request,Password Reset,Email Password,P1 - Critical,Closed,2024-01-22 09:09:42,2024-01-22 09:20:36,2024-01-22 10:14:36,john.smith,Service Desk L2,Nathan.Young,Phone,false,3.6
INC1003843,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-06 07:07:18,2024-01-06 11:02:26,2024-01-06 12:22:26,sarah.jones,Service Desk L1,Grace.Lopez,Phone,false,4.6
INC1003844,Account Unlock - User request,Account Unlock,General,P1 - Critical,Reopened,2024-01-04 08:16:28,2024-01-04 09:12:29,,john.smith,Service Desk L2,Iris.Chen,Phone,false,
INC1003845,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-01 12:50:50,2024-01-03 12:01:52,2024-01-03 12:55:52,emma.white,Hardware Team,Victor.Baker,Email,true,1.0
INC1003846,Account Unlock - User request,Account Unlock,General,P1 - Critical,Closed,2024-01-09 12:55:03,2024-01-09 13:26:20,2024-01-09 13:55:20,mike.wilson,Service Desk L1,Leo.Martin,Walk-in,false,5.0
INC1003847,Account Unlock - User request,Account Unlock,General,P2 - High,Closed,2024-01-09 12:26:04,2024-01-09 14:22:06,2024-01-09 15:10:06,emma.white,Service Desk L1,Maria.Davis,Email,false,3.2
INC1003848,Software Installation - User request,Software Installation,Development Tools,P4 - Low,Closed,2024-01-19 18:17:27,2024-01-20 11:15:41,2024-01-20 11:33:41,james.harris,Service Desk L1,Victor.Hall,Self-Service Portal,false,4.4
INC1003849,Password Reset - User request,Password Reset,VPN Password,P4 - Low,Closed,2024-01-22 09:45:17,2024-01-22 10:32:04,2024-01-22 11:13:04,lisa.taylor,Service Desk L1,Leo.Zhang,Chat,false,3.2
INC1003850,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-01 07:54:36,2024-01-01 10:37:32,2024-01-01 12:07:32,james.harris,Security Team,Karen.Foster,Email,false,
INC1003851,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-19 08:57:13,2024-01-19 12:55:57,2024-01-19 14:06:57,anna.clark,Hardware Team,Frank.Evans,Email,false,4.3
INC1003852,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-24 12:33:43,2024-01-24 13:18:45,2024-01-24 15:05:45,mike.wilson,Security Team,Quinn.Davis,Self-Service Portal,false,
INC1003853,Software Installation - User request,Software Installation,Adobe Suite,P3 - Medium,Closed,2024-01-09 10:51:27,2024-01-11 10:25:32,2024-01-11 11:23:32,james.harris,Network Team,Zara.Nelson,Email,true,1.0
INC1003854,Password Reset - User request,Password Reset,Application Password,P2 - High,Closed,2024-01-16 11:38:13,2024-01-16 12:05:00,2024-01-16 12:21:00,robert.lewis,Service Desk L2,Uma.Davis,Walk-in,false,5.0
INC1003855,Email / Outlook - User request,Email / Outlook,Calendar issue,P3 - Medium,Closed,2024-01-23 13:35:04,2024-01-24 04:47:32,2024-01-24 05:34:32,anna.clark,Service Desk L1,Peter.Baker,Email,false,4.1
INC1003856,Password Reset - User request,Password Reset,VPN Password,P4 - Low,Closed,2024-01-12 06:53:01,2024-01-12 12:14:05,2024-01-12 13:05:05,david.brown,Service Desk L1,Carol.Zhang,Email,false,
INC1003857,Hardware Issue - User request,Hardware Issue,Monitor,P2 - High,Closed,2024-01-17 10:29:08,2024-01-17 17:03:55,2024-01-17 17:44:55,john.smith,Service Desk L2,David.Chen,Email,true,1.0
INC1003858,Hardware Issue - User request,Hardware Issue,Docking Station,P3 - Medium,Closed,2024-01-25 00:51:31,2024-01-28 02:38:08,2024-01-28 03:40:08,robert.lewis,Service Desk L1,Victor.Evans,Chat,true,1.0
INC1003859,Hardware Issue - User request,Hardware Issue,Monitor,P2 - High,Closed,2024-01-24 12:24:35,2024-01-24 15:00:11,2024-01-24 15:38:11,sarah.jones,Service Desk L1,Grace.Young,Email,false,2.2
INC1003860,Software Installation - User request,Software Installation,Microsoft Office,P1 - Critical,Closed,2024-01-03 16:03:18,2024-01-03 16:37:09,2024-01-03 18:34:09,lisa.taylor,Security Team,Maria.Hall,Chat,false,
INC1003861,Password Reset - User request,Password Reset,AD Password,P2 - High,Closed,2024-01-02 23:56:23,2024-01-03 00:19:29,2024-01-03 01:45:29,anna.clark,Service Desk L1,David.Evans,Self-Service Portal,false,5.0
INC1003862,Security Alert - User request,Security Alert,General,P2 - High,Closed,2024-01-24 02:38:17,2024-01-24 03:23:15,2024-01-24 05:05:15,sarah.jones,Security Team,Tina.Ingram,Phone,false,5.0
INC1003863,Other - User request,Other,General,P3 - Medium,Closed,2024-01-03 13:22:39,2024-01-03 21:27:52,2024-01-03 22:37:52,lisa.taylor,Service Desk L1,Frank.Johnson,Phone,false,
INC1003864,Hardware Issue - User request,Hardware Issue,Docking Station,P4 - Low,Closed,2024-01-05 15:40:08,2024-01-06 03:32:18,2024-01-06 03:57:18,sarah.jones,Service Desk L2,David.Ingram,Phone,false,3.6
INC1003865,Hardware Issue - User request,Hardware Issue,Monitor,P3 - Medium,Closed,2024-01-25 16:22:13,2024-01-27 03:19:31,2024-01-27 04:50:31,david.brown,Service Desk L1,Alice.O'Brien,Phone,true,1.0
INC1003866,VPN Access - User request,VPN Access,General,P2 - High,Pending,2024-01-19 15:13:20,,,lisa.taylor,Service Desk L2,Sam.Xu,Email,false,
INC1003867,Software Installation - User request,Software Installation,Business App,P3 - Medium,Closed,2024-01-10 17:52:57,2024-01-11 04:34:30,2024-01-11 06:32:30,john.smith,Service Desk L1,Wendy.Baker,Phone,false,3.8
INC1003868,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Reopened,2024-01-22 07:37:23,2024-01-22 11:27:39,,anna.clark,Security Team,Zara.Park,Email,false,
INC1003869,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-08 10:59:32,2024-01-08 19:30:35,2024-01-08 20:41:35,james.harris,Security Team,Zara.Scott,Phone,false,
INC1003870,Email / Outlook - User request,Email / Outlook,Cannot send/receive,P2 - High,Closed,2024-01-18 07:19:25,2024-01-18 08:39:16,2024-01-18 10:36:16,emma.white,Service Desk L1,Grace.Lopez,Self-Service Portal,false,
INC1003871,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Reopened,2024-01-23 12:13:15,2024-01-23 14:37:43,,anna.clark,Service Desk L1,Quinn.Park,Self-Service Portal,false,
INC1003872,Software Installation - User request,Software Installation,Microsoft Office,P4 - Low,Closed,2024-01-01 20:01:47,2024-01-05 02:52:55,2024-01-05 04:00:55,james.harris,Service Desk L1,Karen.Young,Phone,true,
INC1003873,Software Installation - User request,Software Installation,Business App,P3 - Medium,Closed,2024-01-06 19:45:07,2024-01-06 23:15:35,2024-01-07 00:45:35,david.brown,Network Team,Olivia.Martin,Email,false,3.5
INC1003874,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-09 13:39:43,2024-01-09 18:42:42,2024-01-09 19:09:42,sarah.jones,Service Desk L1,Xander.Ingram,Self-Service Portal,false,
INC1003875,Other - User request,Other,General,P2 - High,Closed,2024-01-08 09:02:00,2024-01-08 10:06:00,2024-01-08 11:28:00,lisa.taylor,Service Desk L1,Bob.Ingram,Walk-in,false,4.6
INC1003876,Hardware Issue - User request,Hardware Issue,Laptop,P4 - Low,Reopened,2024-01-22 09:40:41,2024-01-26 17:26:46,,mike.wilson,Service Desk L1,Iris.Roberts,Phone,false,
INC1003877,Email / Outlook - User request,Email / Outlook,Calendar issue,P4 - Low,Pending,2024-01-17 09:27:26,,,emma.white,Security Team,Grace.Baker,Email,false,
INC1003878,Password Reset - User request,Password Reset,VPN Password,P4 - Low,Closed,2024-01-04 08:30:21,2024-01-04 10:02:36,2024-01-04 11:34:36,emma.white,Hardware Team,Frank.Nelson,Chat,false,4.6
INC1003879,Email / Outlook - User request,Email / Outlook,Cannot send/receive,P3 - Medium,Closed,2024-01-16 07:31:20,2024-01-16 13:29:11,2024-01-16 14:57:11,mike.wilson,Service Desk L1,Nathan.Foster,Email,false,4.3
INC1003880,VPN Access - User request,VPN Access,General,P4 - Low,Closed,2024-01-02 09:36:56,2024-01-03 18:32:09,2024-01-03 19:28:09,robert.lewis,Service Desk L2,Xander.Park,Phone,false,
INC1003881,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-04 13:24:42,2024-01-04 19:10:22,2024-01-04 21:06:22,mike.wilson,Service Desk L2,Wendy.Ingram,Phone,false,
INC1003882,Network Connectivity - User request,Network Connectivity,VPN,P4 - Low,Closed,2024-01-11 07:45:47,2024-01-12 00:54:11,2024-01-12 02:18:11,james.harris,Service Desk L1,Tina.Vance,Chat,false,
INC1003883,Hardware Issue - User request,Hardware Issue,Laptop,P3 - Medium,Closed,2024-01-16 12:22:07,2024-01-18 01:25:37,2024-01-18 01:49:37,james.harris,Service Desk L1,Zara.Davis,Email,true,2.0
INC1003884,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-12 08:29:25,2024-01-12 16:32:21,2024-01-12 17:26:21,mike.wilson,Service Desk L2,Sam.Anderson,Self-Service Portal,false,
INC1003885,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Closed,2024-01-24 09:48:47,2024-01-24 11:10:49,2024-01-24 11:40:49,lisa.taylor,Service Desk L1,Uma.Davis,Self-Service Portal,false,4.2
INC1003886,Email / Outlook - User request,Email / Outlook,Calendar issue,P3 - Medium,Closed,2024-01-25 09:19:09,2024-01-25 15:25:59,2024-01-25 15:59:59,lisa.taylor,Service Desk L2,Eve.Ingram,Email,false,3.9
INC1003887,Other - User request,Other,General,P3 - Medium,Closed,2024-01-11 13:39:05,2024-01-12 03:32:56,2024-01-12 04:50:56,sarah.jones,Service Desk L1,Xander.Anderson,Self-Service Portal,false,4.5
INC1003888,Printer Issue - User request,Printer Issue,General,P3 - Medium,Reopened,2024-01-19 08:35:59,2024-01-19 19:43:17,,john.smith,Hardware Team,Rachel.Roberts,Self-Service Portal,false,
INC1003889,Software Installation - User request,Software Installation,Development Tools,P3 - Medium,Closed,2024-01-13 13:51:16,2024-01-14 23:16:53,2024-01-15 01:03:53,david.brown,Service Desk L2,Eve.Martin,Phone,true,1.1
INC1003890,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Closed,2024-01-16 09:34:55,2024-01-16 17:03:53,2024-01-16 18:23:53,mike.wilson,Service Desk L1,Xander.Johnson,Chat,false,
INC1003891,Email / Outlook - User request,Email / Outlook,Configuration,P3 - Medium,Closed,2024-01-12 08:29:13,2024-01-12 11:17:21,2024-01-12 12:02:21,lisa.taylor,Service Desk L1,Sam.Thomas,Phone,false,3.4
INC1003892,Other - User request,Other,General,P3 - Medium,Closed,2024-01-25 14:30:01,2024-01-26 02:57:49,2024-01-26 03:17:49,james.harris,Service Desk L2,Frank.Xu,Walk-in,false,4.2
INC1003893,Password Reset - User request,Password Reset,VPN Password,P2 - High,Closed,2024-01-15 07:50:27,2024-01-15 08:18:42,2024-01-15 09:37:42,lisa.taylor,Service Desk L1,Carol.Martin,Email,false,4.8
INC1003894,Password Reset - User request,Password Reset,AD Password,P4 - Low,Closed,2024-01-19 10:33:48,2024-01-19 14:29:53,2024-01-19 15:52:53,david.brown,Service Desk L2,Carol.Johnson,Phone,false,4.8
INC1003895,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Closed,2024-01-02 12:27:10,2024-01-02 16:14:03,2024-01-02 18:10:03,sarah.jones,Service Desk L1,Xander.O'Brien,Email,false,3.1
INC1003896,Password Reset - User request,Password Reset,VPN Password,P2 - High,Closed,2024-01-10 15:02:15,2024-01-10 15:29:00,2024-01-10 16:47:00,mike.wilson,Service Desk L2,Quinn.Roberts,Self-Service Portal,false,4.9
INC1003897,Network Connectivity - User request,Network Connectivity,Firewall,P4 - Low,Closed,2024-01-19 12:16:56,2024-01-21 07:44:50,2024-01-21 08:55:50,james.harris,Hardware Team,Iris.Lopez,Email,false,4.5
INC1003898,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-23 16:13:55,2024-01-24 09:21:28,2024-01-24 09:52:28,sarah.jones,Service Desk L2,Peter.Nelson,Chat,false,
INC1003899,Network Connectivity - User request,Network Connectivity,VPN,P3 - Medium,Reopened,2024-01-01 08:28:58,2024-01-01 13:55:11,,john.smith,Security Team,Jack.Quinn,Phone,false,
INC1003900,Email / Outlook - User request,Email / Outlook,Mailbox full,P3 - Medium,Closed,2024-01-22 17:12:48,2024-01-24 10:40:07,2024-01-24 11:35:07,mike.wilson,Service Desk L2,Bob.Kim,Email,true,1.0
INC1003901,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-22 09:31:24,2024-01-22 10:56:25,2024-01-22 11:14:25,john.smith,Service Desk L1,Tina.Ingram,Walk-in,false,4.9
INC1003902,Security Alert - User request,Security Alert,General,P3 - Medium,Closed,2024-01-17 06:06:14,2024-01-18 00:04:18,2024-01-18 00:53:18,james.harris,Service Desk L2,Maria.Kim,Email,false,
INC1003903,Network Connectivity - User request,Network Connectivity,VPN,P2 - High,Closed,2024-01-25 12:07:34,2024-01-25 15:55:15,2024-01-25 16:17:15,james.harris,Service Desk L2,Eve.Young,Email,false,2.2
INC1003904,VPN Access - User request,VPN Access,General,P4 - Low,Closed,2024-01-23 10:15:08,2024-01-24 05:55:50,2024-01-24 07:24:50,mike.wilson,Service Desk L2,Alice.Kim,Phone,false,4.8
INC1003905,Printer Issue - User request,Printer Issue,General,P4 - Low,Closed,2024-01-05 09:48:06,2024-01-07 06:06:40,2024-01-07 08:04:40,lisa.taylor,Service Desk L2,Peter.Davis,Email,false,3.5
INC1003906,Password Reset - User request,Password Reset,AD Password,P4 - Low,Closed,2024-01-08 14:54:00,2024-01-08 18:59:34,2024-01-08 20:19:34,sarah.jones,Service Desk L1,Rachel.Foster,Self-Service Portal,false,
INC1003907,Hardware Issue - User request,Hardware Issue,Monitor,P3 - Medium,Closed,2024-01-04 08:59:59,2024-01-04 19:35:28,2024-01-04 20:33:28,sarah.jones,Service Desk L1,Uma.Scott,Email,false,3.2
INC1003908,Hardware Issue - User request,Hardware Issue,Laptop,P3 - Medium,Closed,2024-01-22 09:05:29,2024-01-23 04:36:37,2024-01-23 06:14:37,emma.white,Service Desk L2,Maria.Lopez,Phone,false,3.1
INC1003909,Account Unlock - User request,Account Unlock,General,P4 - Low,Closed,2024-01-17 17:48:09,2024-01-19 21:01:56,2024-01-19 22:16:56,robert.lewis,Security Team,Rachel.Park,Phone,false,
INC1003910,Password Reset - User request,Password Reset,Email Password,P2 - High,Closed,2024-01-22 07:45:08,2024-01-22 08:18:29,2024-01-22 09:13:29,john.smith,Service Desk L1,David.Foster,Self-Service Portal,false,4.9
INC1003911,Software Installation - User request,Software Installation,Adobe Suite,P4 - Low,Closed,2024-01-09 09:50:20,2024-01-09 13:22:13,2024-01-09 13:39:13,emma.white,Service Desk L2,Carol.Evans,Phone,false,
INC1003912,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-11 12:45:13,2024-01-12 00:38:19,2024-01-12 01:56:19,lisa.taylor,Hardware Team,Henry.Hall,Email,false,
INC1003913,Other - User request,Other,General,P4 - Low,Closed,2024-01-04 22:41:12,2024-01-06 01:14:24,2024-01-06 02:28:24,robert.lewis,Service Desk L2,Peter.Johnson,Chat,false,3.8
INC1003914,Hardware Issue - User request,Hardware Issue,Docking Station,P3 - Medium,Closed,2024-01-01 09:55:37,2024-01-02 22:32:52,2024-01-02 23:58:52,robert.lewis,Service Desk L1,Wendy.Garcia,Phone,true,
INC1003915,Printer Issue - User request,Printer Issue,General,P4 - Low,Reopened,2024-01-01 15:20:47,2024-01-02 03:36:56,,mike.wilson,Service Desk L1,Victor.Evans,Email,false,
INC1003916,Hardware Issue - User request,Hardware Issue,Keyboard/Mouse,P4 - Low,Closed,2024-01-01 16:50:15,2024-01-04 05:44:08,2024-01-04 07:27:08,david.brown,Service Desk L1,Leo.Lopez,Email,false,2.3
INC1003917,Software Installation - User request,Software Installation,Microsoft Office,P4 - Low,Closed,2024-01-13 11:13:47,2024-01-14 07:54:17,2024-01-14 09:41:17,emma.white,Security Team,David.Young,Email,false,
INC1003918,VPN Access - User request,VPN Access,General,P3 - Medium,Closed,2024-01-19 12:12:35,2024-01-19 17:04:24,2024-01-19 19:01:24,david.brown,Network Team,Zara.Ingram,Email,false,
INC1003919,Account Unlock - User request,Account Unlock,General,P4 - Low,Closed,2024-01-18 10:36:31,2024-01-19 09:28:29,2024-01-19 11:23:29,sarah.jones,Service Desk L2,Quinn.Young,Self-Service Portal,false,3.8
INC1003920,Security Alert - User request,Security Alert,General,P3 - Medium,Reopened,2024-01-17 04:41:08,2024-01-17 21:57:19,,robert.lewis,Security Team,Henry.Garcia,Self-Service Portal,false,
INC1003921,Email / Outlook - User request,Email / Outlook,Configuration,P3 - Medium,Closed,2024-01-25 07:55:02,2024-01-25 12:42:40,2024-01-25 13:00:40,sarah.jones,Service Desk L1,Wendy.Park,Email,false,5.0
INC1003922,Hardware Issue - User request,Hardware Issue,Docking Station,P4 - Low,Closed,2024-01-02 13:04:53,2024-01-02 21:12:16,2024-01-02 21:29:16,mike.wilson,Service Desk L2,Wendy.Johnson,Phone,false,5.0
INC1003923,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-01 11:18:28,2024-01-02 05:51:38,2024-01-02 07:31:38,mike.wilson,Service Desk L2,Frank.Young,Phone,false,3.3
INC1003924,Password Reset - User request,Password Reset,Email Password,P4 - Low,Closed,2024-01-18 07:40:35,2024-01-18 11:11:34,2024-01-18 13:08:34,sarah.jones,Service Desk L2,Quinn.Chen,Phone,false,5.0
INC1003925,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-02 16:20:10,2024-01-03 04:10:54,2024-01-03 04:41:54,sarah.jones,Network Team,Karen.Baker,Email,false,3.9
INC1003926,Other - User request,Other,General,P2 - High,Closed,2024-01-15 02:40:31,2024-01-15 05:05:18,2024-01-15 05:53:18,david.brown,Hardware Team,Tina.Vance,Self-Service Portal,false,
INC1003927,Password Reset - User request,Password Reset,VPN Password,P3 - Medium,Closed,2024-01-15 18:19:18,2024-01-15 19:19:31,2024-01-15 20:27:31,sarah.jones,Service Desk L1,Frank.Anderson,Email,false,5.0
INC1003928,Hardware Issue - User request,Hardware Issue,Monitor,P2 - High,Closed,2024-01-15 12:26:12,2024-01-15 19:58:17,2024-01-15 20:14:17,sarah.jones,Service Desk L1,Jack.Zhang,Email,true,1.0
INC1003929,System Performance - User request,System Performance,General,P3 - Medium,Closed,2024-01-04 09:26:34,2024-01-05 23:14:52,2024-01-05 23:52:52,mike.wilson,Service Desk L2,Carol.Martin,Self-Service Portal,true,
INC1003930,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-24 08:31:05,2024-01-24 09:46:10,2024-01-24 11:27:10,sarah.jones,Service Desk L2,Quinn.Chen,Email,false,5.0
INC1003931,System Performance - User request,System Performance,General,P2 - High,Closed,2024-01-03 12:25:12,2024-01-03 16:15:04,2024-01-03 18:04:04,robert.lewis,Network Team,Henry.Evans,Phone,false,2.8
INC1003932,Network Connectivity - User request,Network Connectivity,WiFi,P3 - Medium,Closed,2024-01-08 19:24:35,2024-01-09 11:30:13,2024-01-09 11:50:13,james.harris,Service Desk L1,Bob.Roberts,Self-Service Portal,false,4.6
INC1003933,Security Alert - User request,Security Alert,General,P3 - Medium,Closed,2024-01-05 14:30:17,2024-01-05 17:09:36,2024-01-05 17:39:36,sarah.jones,Service Desk L1,Xander.Anderson,Email,false,3.8
INC1003934,Software Installation - User request,Software Installation,Business App,P3 - Medium,Closed,2024-01-15 15:55:23,2024-01-15 23:39:18,2024-01-16 01:00:18,john.smith,Service Desk L1,Iris.Lopez,Phone,false,
INC1003935,Other - User request,Other,General,P3 - Medium,Closed,2024-01-09 15:20:09,2024-01-10 03:24:48,2024-01-10 04:19:48,mike.wilson,Service Desk L1,Nathan.Kim,Email,false,
INC1003936,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-25 08:41:13,2024-01-25 14:40:47,2024-01-25 14:55:47,james.harris,Service Desk L1,Quinn.Anderson,Email,false,3.0
INC1003937,Network Connectivity - User request,Network Connectivity,WiFi,P1 - Critical,Closed,2024-01-12 04:46:36,2024-01-12 05:37:53,2024-01-12 06:24:53,anna.clark,Service Desk L1,Peter.Kim,Phone,false,2.3
INC1003938,Network Connectivity - User request,Network Connectivity,Ethernet,P4 - Low,Closed,2024-01-24 09:48:48,2024-01-24 19:12:17,2024-01-24 19:28:17,emma.white,Network Team,Yuki.Lopez,Chat,false,
INC1003939,Network Connectivity - User request,Network Connectivity,WiFi,P3 - Medium,Closed,2024-01-08 14:34:28,2024-01-08 17:07:44,2024-01-08 18:00:44,emma.white,Service Desk L1,Wendy.Zhang,Walk-in,false,4.5
INC1003940,Hardware Issue - User request,Hardware Issue,Monitor,P3 - Medium,Closed,2024-01-06 16:57:32,2024-01-07 04:43:39,2024-01-07 05:44:39,john.smith,Network Team,Peter.Nelson,Email,false,
INC1003941,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-08 10:09:58,2024-01-08 12:10:15,2024-01-08 13:49:15,john.smith,Service Desk L2,Olivia.Kim,Phone,false,5.0
INC1003942,Email / Outlook - User request,Email / Outlook,Calendar issue,P3 - Medium,Closed,2024-01-23 23:29:50,2024-01-24 10:57:55,2024-01-24 11:37:55,david.brown,Service Desk L1,Uma.O'Brien,Self-Service Portal,false,
INC1003943,Password Reset - User request,Password Reset,AD Password,P3 - Medium,Closed,2024-01-17 10:37:50,2024-01-17 11:16:33,2024-01-17 12:02:33,sarah.jones,Service Desk L1,Nathan.Evans,Chat,false,
INC1003944,Password Reset - User request,Password Reset,Email Password,P1 - Critical,Closed,2024-01-01 11:10:14,2024-01-01 11:24:58,2024-01-01 13:04:58,john.smith,Service Desk L1,Bob.Upton,Self-Service Portal,false,4.8
INC1003945,Other - User request,Other,General,P4 - Low,Closed,2024-01-04 14:34:27,2024-01-05 01:20:36,2024-01-05 02:54:36,sarah.jones,Hardware Team,Wendy.Vance,Chat,false,4.6
INC1003946,Account Unlock - User request,Account Unlock,General,P3 - Medium,Closed,2024-01-05 09:24:49,2024-01-05 15:05:54,2024-01-05 16:10:54,john.smith,Service Desk L2,Olivia.Park,Phone,false,
INC1003947,Security Alert - User request,Security Alert,General,P3 - Medium,Closed,2024-01-09 00:01:54,2024-01-09 05:53:54,2024-01-09 07:47:54,john.smith,Service Desk L1,Victor.Garcia,Email,false,5.0
INC1003948,Network Connectivity - User request,Network Connectivity,WiFi,P3 - Medium,Closed,2024-01-15 13:11:37,2024-01-15 17:17:44,2024-01-15 18:11:44,anna.clark,Service Desk L2,Grace.Evans,Email,false,
INC1003949,Hardware Issue - User request,Hardware Issue,Docking Station,P3 - Medium,Closed,2024-01-09 19:37:35,2024-01-11 03:01:33,2024-01-11 03:43:33,emma.white,Service Desk L2,Maria.Foster,Email,true,2.0
INC1003950,Software Installation - User request,Software Installation,Business App,P3 - Medium,Reopened,2024-01-03 08:44:03,2024-01-03 11:03:40,,sarah.jones,Service Desk L1,Zara.Anderson,Email,false,
INC1003951,Hardware Issue - User request,Hardware Issue,Laptop,P3 - Medium,Closed,2024-01-01 10:37:29,2024-01-02 23:10:01,2024-01-03 00:57:01,sarah.jones,Service Desk L1,Leo.Zhang,Self-Service Portal,true,1.0
INC1003952,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Pending,2024-01-22 09:10:40,,,anna.clark,Security Team,Uma.Quinn,Walk-in,false,
INC1003953,Password Reset - User request,Password Reset,Email Password,P3 - Medium,Closed,2024-01-12 15:58:54,2024-01-13 03:32:03,2024-01-13 05:26:03,robert.lewis,Service Desk L2,Frank.Evans,Email,false,
INC1003954,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-10 12:41:27,2024-01-10 14:32:57,2024-01-10 16:30:57,sarah.jones,Service Desk L2,Nathan.Quinn,Email,false,
INC1003955,Software Installation - User request,Software Installation,Adobe Suite,P1 - Critical,Closed,2024-01-11 11:25:14,2024-01-11 12:30:25,2024-01-11 13:46:25,mike.wilson,Service Desk L2,Zara.Upton,Phone,true,3.3
INC1003956,Password Reset - User request,Password Reset,Application Password,P3 - Medium,Closed,2024-01-15 03:31:02,2024-01-15 13:43:57,2024-01-15 14:49:57,robert.lewis,Hardware Team,Carol.Thomas,Phone,false,
INC1003957,Password Reset - User request,Password Reset,AD Password,P4 - Low,Closed,2024-01-04 12:30:35,2024-01-05 01:13:25,2024-01-05 01:45:25,mike.wilson,Service Desk L2,David.Roberts,Email,false,4.4
INC1003958,Printer Issue - User request,Printer Issue,General,P3 - Medium,Reopened,2024-01-18 09:48:38,2024-01-18 19:26:02,,emma.white,Service Desk L2,Victor.Upton,Email,false,
INC1003959,Password Reset - User request,Password Reset,Application Password,P4 - Low,Closed,2024-01-18 08:02:01,2024-01-19 01:06:28,2024-01-19 02:28:28,sarah.jones,Service Desk L1,Nathan.Baker,Email,false,3.0
INC1003960,Software Installation - User request,Software Installation,Microsoft Office,P4 - Low,Closed,2024-01-08 10:17:47,2024-01-13 14:08:22,2024-01-13 16:03:22,robert.lewis,Service Desk L1,Quinn.Upton,Email,true,1.0
INC1003961,Email / Outlook - User request,Email / Outlook,Configuration,P3 - Medium,Closed,2024-01-22 14:37:22,2024-01-23 01:41:10,2024-01-23 01:57:10,mike.wilson,Service Desk L2,Carol.Chen,Phone,false,3.4
INC1003962,Network Connectivity - User request,Network Connectivity,WiFi,P3 - Medium,Closed,2024-01-19 06:30:44,2024-01-20 04:17:47,2024-01-20 04:35:47,james.harris,Security Team,Bob.Xu,Phone,false,3.5
INC1003963,Password Reset - User request,Password Reset,Application Password,P1 - Critical,Reopened,2024-01-11 12:37:23,2024-01-11 12:47:52,,lisa.taylor,Service Desk L2,Sam.Vance,Self-Service Portal,false,
INC1003964,VPN Access - User request,VPN Access,General,P2 - High,Closed,2024-01-15 00:50:19,2024-01-15 04:43:37,2024-01-15 06:20:37,john.smith,Service Desk L1,Jack.Hall,Walk-in,false,2.4
INC1003965,Hardware Issue - User request,Hardware Issue,Desktop,P4 - Low,Closed,2024-01-09 00:28:23,2024-01-10 03:10:47,2024-01-10 03:56:47,john.smith,Service Desk L1,Alice.Anderson,Self-Service Portal,false,4.0
