ticket_id,subject,category,priority,status,created_at,resolved_at,closed_at,assignee,team,customer,contact_channel,sla_breached,satisfaction_score
SUP-2002828,Technical Support - TechStart Inc,Technical Support,Medium,Closed,2024-01-15 19:40:42,2024-01-16 14:09:41,2024-01-16 14:59:41,sofia.moreau,Technical Team,TechStart Inc,Chat,false,6.2
SUP-2002829,Feature Request - UniServices,Feature Request,High,Closed,2024-01-15 14:28:37,2024-01-15 20:30:49,2024-01-15 20:57:49,maya.patel,Product Team,UniServices,Chat,false,5.8
SUP-2002830,Integration Problem - MedGroup,Integration Problem,Medium,Reopened,2024-01-09 08:35:04,2024-01-14 06:48:26,,laura.smith,Integration Team,MedGroup,Chat,false,
SUP-2002831,Account Management - Global Finance,Account Management,Medium,Closed,2024-01-25 12:08:17,2024-01-26 05:19:39,2024-01-26 05:40:39,jennifer.wu,Account Team,Global Finance,Chat,false,7.1
SUP-2002832,Account Management - Global Finance,Account Management,High,Closed,2024-01-05 11:41:44,2024-01-05 19:53:47,2024-01-05 20:52:47,sofia.moreau,Account Team,Global Finance,Email,false,6.0
SUP-2002833,Billing Issue - Individual,Billing Issue,Medium,Closed,2024-01-03 09:02:54,2024-01-04 06:38:34,2024-01-04 07:14:34,laura.smith,Finance Support,Individual,Portal,false,8.3
SUP-2002834,Technical Support - StartupXYZ,Technical Support,Medium,Closed,2024-01-10 15:18:13,2024-01-11 04:03:52,2024-01-11 04:14:52,carlos.silva,Technical Team,StartupXYZ,Portal,false,
SUP-2002835,Account Management - Acme Corp,Account Management,Low,Closed,2024-01-09 09:05:37,2024-01-23 14:11:00,2024-01-23 14:29:00,sofia.moreau,Account Team,Acme Corp,Email,true,5.6
SUP-2002836,Data Export/Import - Acme Corp,Data Export/Import,Low,Closed,2024-01-16 08:08:29,2024-01-20 16:08:13,2024-01-20 16:26:13,carlos.silva,Technical Team,Acme Corp,Chat,false,5.6
SUP-2002837,Feature Request - Acme Corp,Feature Request,Medium,Closed,2024-01-04 10:03:20,2024-01-09 03:30:16,2024-01-09 03:48:16,laura.smith,Product Team,Acme Corp,Portal,true,5.8
SUP-2002838,Account Management - Acme Corp,Account Management,High,Closed,2024-01-01 00:28:14,2024-01-02 00:31:33,2024-01-02 00:55:33,carlos.silva,Account Team,Acme Corp,Phone,true,5.4
SUP-2002839,Performance Issue - Acme Corp,Performance Issue,Medium,Closed,2024-01-12 12:36:00,2024-01-14 09:46:31,2024-01-14 10:35:31,thomas.berg,Engineering,Acme Corp,Portal,false,3.4
SUP-2002840,Billing Issue - Individual,Billing Issue,High,Closed,2024-01-16 13:25:57,2024-01-16 20:20:30,2024-01-16 20:48:30,alex.chen,Finance Support,Individual,Email,false,
SUP-2002841,Technical Support - Acme Corp,Technical Support,Low,Closed,2024-01-24 09:56:59,2024-01-27 07:33:19,2024-01-27 08:05:19,jennifer.wu,Technical Team,Acme Corp,Chat,false,7.8
SUP-2002842,Feature Request - Global Finance,Feature Request,Medium,Closed,2024-01-25 14:16:56,2024-01-27 13:32:26,2024-01-27 14:09:26,maya.patel,Product Team,Global Finance,Chat,false,5.6
SUP-2002843,Billing Issue - TechStart Inc,Billing Issue,High,Closed,2024-01-09 10:23:02,2024-01-09 20:05:09,2024-01-09 21:04:09,laura.smith,Finance Support,TechStart Inc,Email,false,7.8
SUP-2002844,Data Export/Import - CityCouncil,Data Export/Import,Medium,Closed,2024-01-11 12:27:50,2024-01-12 01:10:30,2024-01-12 01:47:30,laura.smith,Technical Team,CityCouncil,Phone,false,7.2
SUP-2002845,Feature Request - TechStart Inc,Feature Request,High,Closed,2024-01-27 10:09:19,2024-01-28 03:33:14,2024-01-28 04:24:14,carlos.silva,Product Team,TechStart Inc,Portal,false,4.5
SUP-2002846,Account Management - RetailCo,Account Management,Low,Closed,2024-01-01 13:30:29,2024-01-06 11:39:12,2024-01-06 12:07:12,ryan.kim,Account Team,RetailCo,Phone,false,7.1
SUP-2002847,Technical Support - MedGroup,Technical Support,Medium,Closed,2024-01-09 16:46:42,2024-01-11 11:21:09,2024-01-11 11:33:09,sofia.moreau,Technical Team,MedGroup,Chat,false,6.2
SUP-2002848,Technical Support - Acme Corp,Technical Support,High,Reopened,2024-01-19 17:49:45,2024-01-20 05:30:26,,ryan.kim,Technical Team,Acme Corp,Email,false,
SUP-2002849,Account Management - Global Finance,Account Management,High,Closed,2024-01-05 14:32:17,2024-01-05 20:10:44,2024-01-05 20:54:44,carlos.silva,Account Team,Global Finance,Chat,false,5.3
SUP-2002850,Billing Issue - TechStart Inc,Billing Issue,Low,Reopened,2024-01-11 09:15:05,2024-01-13 03:06:53,,laura.smith,Finance Support,TechStart Inc,Phone,false,
SUP-2002851,Technical Support - RetailCo,Technical Support,Critical,Closed,2024-01-08 15:53:51,2024-01-08 17:35:36,2024-01-08 18:23:36,carlos.silva,Technical Team,RetailCo,Chat,false,
SUP-2002852,Data Export/Import - StartupXYZ,Data Export/Import,High,Closed,2024-01-12 09:45:15,2024-01-12 17:18:11,2024-01-12 17:37:11,sofia.moreau,Technical Team,StartupXYZ,Email,false,
SUP-2002853,Integration Problem - Individual,Integration Problem,Medium,Closed,2024-01-19 15:50:39,2024-01-19 23:02:39,2024-01-19 23:23:39,maya.patel,Integration Team,Individual,Portal,false,6.9
SUP-2002854,Billing Issue - TechStart Inc,Billing Issue,Low,Closed,2024-01-23 08:00:49,2024-01-25 22:11:21,2024-01-25 22:38:21,sofia.moreau,Finance Support,TechStart Inc,Email,false,7.1
SUP-2002855,Performance Issue - TechStart Inc,Performance Issue,Medium,Reopened,2024-01-10 14:02:17,2024-01-13 11:44:14,,sofia.moreau,Engineering,TechStart Inc,Email,false,
SUP-2002856,Technical Support - Acme Corp,Technical Support,Low,Closed,2024-01-23 08:34:36,2024-02-03 07:26:21,2024-02-03 07:37:21,carlos.silva,Technical Team,Acme Corp,Email,true,6.0
SUP-2002857,Billing Issue - Individual,Billing Issue,Medium,Closed,2024-01-10 10:00:12,2024-01-11 05:54:14,2024-01-11 06:24:14,maya.patel,Finance Support,Individual,Email,false,
SUP-2002858,Performance Issue - Individual,Performance Issue,Low,Escalated,2024-01-11 11:05:24,2024-01-21 18:28:15,,carlos.silva,Engineering,Individual,Phone,false,
SUP-2002859,Integration Problem - RetailCo,Integration Problem,Low,Closed,2024-01-01 16:14:21,2024-01-06 20:11:13,2024-01-06 20:43:13,alex.chen,Integration Team,RetailCo,Portal,false,8.4
SUP-2002860,Billing Issue - MedGroup,Billing Issue,High,Reopened,2024-01-09 16:45:47,2024-01-10 12:31:04,,laura.smith,Finance Support,MedGroup,Phone,false,
SUP-2002861,Billing Issue - Acme Corp,Billing Issue,Critical,Closed,2024-01-15 13:10:01,2024-01-15 14:40:18,2024-01-15 15:30:18,laura.smith,Finance Support,Acme Corp,Phone,false,7.9
SUP-2002862,Integration Problem - CityCouncil,Integration Problem,Medium,Closed,2024-01-17 13:11:35,2024-01-20 08:23:21,2024-01-20 08:31:21,alex.chen,Integration Team,CityCouncil,Email,false,7.2
SUP-2002863,Feature Request - Acme Corp,Feature Request,High,Closed,2024-01-26 13:54:53,2024-01-27 20:36:05,2024-01-27 21:30:05,carlos.silva,Product Team,Acme Corp,Email,true,
SUP-2002864,Technical Support - CityCouncil,Technical Support,Medium,Escalated,2024-01-15 09:00:35,2024-01-16 08:11:21,,thomas.berg,Technical Team,CityCouncil,Phone,false,
SUP-2002865,Integration Problem - MedGroup,Integration Problem,Medium,Closed,2024-01-23 12:21:37,2024-01-25 13:40:12,2024-01-25 14:19:12,jennifer.wu,Integration Team,MedGroup,Portal,false,5.8
SUP-2002866,Integration Problem - TechStart Inc,Integration Problem,Medium,Closed,2024-01-05 08:02:35,2024-01-07 07:07:34,2024-01-07 07:13:34,maya.patel,Integration Team,TechStart Inc,Chat,false,6.6
SUP-2002867,Feature Request - UniServices,Feature Request,Medium,Closed,2024-01-26 05:49:42,2024-01-27 09:07:07,2024-01-27 09:32:07,maya.patel,Product Team,UniServices,Phone,false,7.5
SUP-2002868,Billing Issue - Global Finance,Billing Issue,Medium,Reopened,2024-01-23 11:34:14,2024-01-23 22:25:03,,sofia.moreau,Finance Support,Global Finance,Phone,false,
SUP-2002869,Technical Support - MedGroup,Technical Support,Critical,Reopened,2024-01-01 10:54:25,2024-01-01 16:07:55,,carlos.silva,Technical Team,MedGroup,Portal,false,
SUP-2002870,Billing Issue - StartupXYZ,Billing Issue,Low,Closed,2024-01-18 12:24:18,2024-01-21 14:04:48,2024-01-21 14:29:48,laura.smith,Finance Support,StartupXYZ,Portal,false,6.6
SUP-2002871,Feature Request - CityCouncil,Feature Request,Low,Closed,2024-01-23 09:13:34,2024-01-31 04:22:43,2024-01-31 05:01:43,thomas.berg,Product Team,CityCouncil,Email,false,3.2
SUP-2002872,Technical Support - StartupXYZ,Technical Support,Medium,Closed,2024-01-16 23:28:47,2024-01-18 02:50:11,2024-01-18 03:33:11,jennifer.wu,Technical Team,StartupXYZ,Phone,false,7.2
SUP-2002873,Technical Support - TechStart Inc,Technical Support,Medium,Escalated,2024-01-01 11:55:53,2024-01-02 19:58:53,,thomas.berg,Technical Team,TechStart Inc,Email,false,
SUP-2002874,Technical Support - Global Finance,Technical Support,Medium,Closed,2024-01-15 10:59:10,2024-01-17 04:12:23,2024-01-17 04:50:23,maya.patel,Technical Team,Global Finance,Portal,false,6.2
SUP-2002875,Technical Support - RetailCo,Technical Support,Medium,Closed,2024-01-01 09:22:17,2024-01-03 22:00:57,2024-01-03 22:06:57,thomas.berg,Technical Team,RetailCo,Phone,false,3.9
SUP-2002876,Account Management - Acme Corp,Account Management,Low,Escalated,2024-01-09 08:53:58,2024-01-10 03:05:04,,sofia.moreau,Account Team,Acme Corp,Phone,false,
SUP-2002877,Billing Issue - Global Finance,Billing Issue,Low,Escalated,2024-01-05 11:20:07,2024-01-06 19:40:27,,thomas.berg,Finance Support,Global Finance,Phone,false,
SUP-2002878,Account Management - TechStart Inc,Account Management,Low,Closed,2024-01-18 11:57:14,2024-01-29 13:48:59,2024-01-29 14:27:59,laura.smith,Account Team,TechStart Inc,Email,true,8.4
SUP-2002879,Billing Issue - RetailCo,Billing Issue,Medium,Escalated,2024-01-02 15:55:54,2024-01-04 02:56:45,,carlos.silva,Finance Support,RetailCo,Email,false,
SUP-2002880,Billing Issue - Global Finance,Billing Issue,High,Closed,2024-01-02 13:10:08,2024-01-03 04:11:54,2024-01-03 04:43:54,jennifer.wu,Finance Support,Global Finance,Chat,false,
SUP-2002881,Billing Issue - MedGroup,Billing Issue,High,Reopened,2024-01-16 10:09:37,2024-01-16 14:28:31,,jennifer.wu,Finance Support,MedGroup,Email,false,
SUP-2002882,Technical Support - StartupXYZ,Technical Support,Low,Closed,2024-01-02 08:49:49,2024-01-05 01:22:50,2024-01-05 01:32:50,maya.patel,Technical Team,StartupXYZ,Portal,false,6.8
SUP-2002883,Billing Issue - TechStart Inc,Billing Issue,Low,Closed,2024-01-16 13:48:25,2024-01-21 22:11:43,2024-01-21 22:29:43,ryan.kim,Finance Support,TechStart Inc,Chat,false,6.6
SUP-2002884,Billing Issue - MedGroup,Billing Issue,High,Escalated,2024-01-17 11:33:07,2024-01-17 20:16:44,,jennifer.wu,Finance Support,MedGroup,Phone,false,
SUP-2002885,Integration Problem - Global Finance,Integration Problem,Medium,Closed,2024-01-06 17:09:08,2024-01-07 18:41:29,2024-01-07 19:06:29,alex.chen,Integration Team,Global Finance,Phone,false,
SUP-2002886,Integration Problem - MedGroup,Integration Problem,High,Closed,2024-01-15 10:01:05,2024-01-17 05:28:22,2024-01-17 05:56:22,maya.patel,Integration Team,MedGroup,Portal,true,6.3
SUP-2002887,Feature Request - Global Finance,Feature Request,Low,Closed,2024-01-19 10:58:04,2024-01-27 02:39:25,2024-01-27 03:33:25,laura.smith,Product Team,Global Finance,Chat,false,
SUP-2002888,Technical Support - Global Finance,Technical Support,High,Reopened,2024-01-11 09:35:49,2024-01-11 15:27:12,,maya.patel,Technical Team,Global Finance,Phone,false,
SUP-2002889,Billing Issue - StartupXYZ,Billing Issue,Medium,Closed,2024-01-17 14:41:15,2024-01-17 23:07:03,2024-01-18 00:02:03,alex.chen,Finance Support,StartupXYZ,Email,false,
SUP-2002890,Account Management - StartupXYZ,Account Management,Medium,Closed,2024-01-12 15:40:19,2024-01-13 17:40:56,2024-01-13 18:04:56,sofia.moreau,Account Team,StartupXYZ,Email,false,6.9
SUP-2002891,Technical Support - StartupXYZ,Technical Support,High,Closed,2024-01-25 10:01:57,2024-01-25 20:12:14,2024-01-25 20:38:14,jennifer.wu,Technical Team,StartupXYZ,Email,false,
SUP-2002892,Data Export/Import - MedGroup,Data Export/Import,High,Closed,2024-01-16 11:05:54,2024-01-17 04:10:34,2024-01-17 04:27:34,alex.chen,Technical Team,MedGroup,Phone,false,6.9
SUP-2002893,Integration Problem - MedGroup,Integration Problem,Medium,Closed,2024-01-16 13:41:56,2024-01-17 13:12:15,2024-01-17 13:37:15,carlos.silva,Integration Team,MedGroup,Phone,false,
SUP-2002894,Technical Support - TechStart Inc,Technical Support,Low,Closed,2024-01-01 08:46:24,2024-01-06 04:45:03,2024-01-06 05:08:03,alex.chen,Technical Team,TechStart Inc,Portal,false,8.1
SUP-2002895,Billing Issue - TechStart Inc,Billing Issue,Low,Closed,2024-01-02 08:02:57,2024-01-03 07:58:49,2024-01-03 08:07:49,alex.chen,Finance Support,TechStart Inc,Portal,false,8.1
SUP-2002896,Data Export/Import - MedGroup,Data Export/Import,Low,Escalated,2024-01-02 10:55:11,2024-01-03 22:59:53,,ryan.kim,Technical Team,MedGroup,Phone,false,
SUP-2002897,Technical Support - TechStart Inc,Technical Support,Medium,Closed,2024-01-17 09:54:47,2024-01-18 01:23:38,2024-01-18 01:55:38,alex.chen,Technical Team,TechStart Inc,Chat,false,8.8
SUP-2002898,Billing Issue - Acme Corp,Billing Issue,Medium,Closed,2024-01-15 09:21:39,2024-01-15 14:23:18,2024-01-15 14:47:18,laura.smith,Finance Support,Acme Corp,Phone,false,7.1
SUP-2002899,Feature Request - RetailCo,Feature Request,High,Closed,2024-01-02 13:56:52,2024-01-03 23:43:45,2024-01-04 00:27:45,alex.chen,Product Team,RetailCo,Chat,true,
SUP-2002900,Performance Issue - Acme Corp,Performance Issue,Medium,Closed,2024-01-01 11:27:10,2024-01-04 03:35:04,2024-01-04 03:40:04,thomas.berg,Engineering,Acme Corp,Chat,false,3.4
SUP-2002901,Feature Request - Acme Corp,Feature Request,Critical,Closed,2024-01-15 13:32:38,2024-01-15 17:09:27,2024-01-15 17:41:27,ryan.kim,Product Team,Acme Corp,Portal,false,4.9
SUP-2002902,Feature Request - Global Finance,Feature Request,Medium,Closed,2024-01-10 13:30:02,2024-01-14 07:12:29,2024-01-14 07:35:29,maya.patel,Product Team,Global Finance,Email,false,6.1
SUP-2002903,Performance Issue - CityCouncil,Performance Issue,High,Closed,2024-01-10 13:10:09,2024-01-11 02:56:44,2024-01-11 03:53:44,carlos.silva,Engineering,CityCouncil,Email,false,6.1
SUP-2002904,Billing Issue - Acme Corp,Billing Issue,High,Closed,2024-01-04 12:19:53,2024-01-04 19:41:31,2024-01-04 19:48:31,laura.smith,Finance Support,Acme Corp,Portal,false,7.2
SUP-2002905,Performance Issue - MedGroup,Performance Issue,High,Reopened,2024-01-24 11:40:39,2024-01-25 08:20:11,,carlos.silva,Engineering,MedGroup,Phone,false,
SUP-2002906,Performance Issue - TechStart Inc,Performance Issue,Medium,Closed,2024-01-19 09:27:28,2024-01-22 14:38:32,2024-01-22 15:01:32,laura.smith,Engineering,TechStart Inc,Email,false,6.5
SUP-2002907,Data Export/Import - Acme Corp,Data Export/Import,High,Closed,2024-01-09 14:45:40,2024-01-09 22:03:01,2024-01-09 22:55:01,laura.smith,Technical Team,Acme Corp,Portal,false,6.6
SUP-2002908,Account Management - RetailCo,Account Management,High,Closed,2024-01-05 03:39:42,2024-01-05 09:59:52,2024-01-05 10:51:52,alex.chen,Account Team,RetailCo,Chat,false,
SUP-2002909,Integration Problem - Acme Corp,Integration Problem,Low,Reopened,2024-01-02 10:26:46,2024-01-06 17:57:24,,carlos.silva,Integration Team,Acme Corp,Phone,false,
SUP-2002910,Billing Issue - UniServices,Billing Issue,Medium,Closed,2024-01-01 04:47:48,2024-01-01 09:15:04,2024-01-01 09:24:04,maya.patel,Finance Support,UniServices,Email,false,6.4
SUP-2002911,Technical Support - Acme Corp,Technical Support,Medium,Closed,2024-01-12 12:52:24,2024-01-17 17:44:58,2024-01-17 18:26:58,alex.chen,Technical Team,Acme Corp,Portal,true,7.8
SUP-2002912,Account Management - Global Finance,Account Management,Medium,Closed,2024-01-26 07:06:46,2024-01-29 01:57:54,2024-01-29 02:54:54,ryan.kim,Account Team,Global Finance,Phone,false,5.9
SUP-2002913,Billing Issue - TechStart Inc,Billing Issue,Medium,Closed,2024-01-09 11:36:54,2024-01-09 14:37:36,2024-01-09 15:28:36,laura.smith,Finance Support,TechStart Inc,Chat,false,7.6
SUP-2002914,Account Management - RetailCo,Account Management,Medium,Escalated,2024-01-26 16:50:58,2024-01-27 07:12:15,,alex.chen,Account Team,RetailCo,Email,false,
SUP-2002915,Billing Issue - Global Finance,Billing Issue,Medium,Closed,2024-01-11 12:31:29,2024-01-14 05:41:14,2024-01-14 06:01:14,carlos.silva,Finance Support,Global Finance,Chat,false,4.9
SUP-2002916,Integration Problem - CityCouncil,Integration Problem,Low,Closed,2024-01-04 09:43:17,2024-01-07 08:11:28,2024-01-07 09:08:28,alex.chen,Integration Team,CityCouncil,Phone,false,8.5
SUP-2002917,Integration Problem - StartupXYZ,Integration Problem,Medium,Closed,2024-01-09 10:45:47,2024-01-13 00:45:33,2024-01-13 01:13:33,alex.chen,Integration Team,StartupXYZ,Email,false,7.5
SUP-2002918,Technical Support - TechStart Inc,Technical Support,Medium,Closed,2024-01-16 10:41:42,2024-01-17 23:49:59,2024-01-18 00:02:59,carlos.silva,Technical Team,TechStart Inc,Email,false,6.6
SUP-2002919,Account Management - Acme Corp,Account Management,Medium,Closed,2024-01-05 11:21:15,2024-01-05 16:32:45,2024-01-05 17:30:45,alex.chen,Account Team,Acme Corp,Email,false,6.8
SUP-2002920,Feature Request - UniServices,Feature Request,Medium,Closed,2024-01-05 11:29:30,2024-01-07 06:15:36,2024-01-07 06:42:36,alex.chen,Product Team,UniServices,Portal,false,7.2
SUP-2002921,Feature Request - UniServices,Feature Request,Medium,Reopened,2024-01-03 11:21:06,2024-01-09 11:09:40,,thomas.berg,Product Team,UniServices,Chat,false,
SUP-2002922,Billing Issue - MedGroup,Billing Issue,Low,Closed,2024-01-02 18:37:06,2024-01-05 19:40:07,2024-01-05 20:29:07,thomas.berg,Finance Support,MedGroup,Email,false,4.8
SUP-2002923,Account Management - StartupXYZ,Account Management,Medium,Closed,2024-01-03 08:21:06,2024-01-03 17:54:34,2024-01-03 18:23:34,jennifer.wu,Account Team,StartupXYZ,Portal,false,8.0
SUP-2002924,Performance Issue - StartupXYZ,Performance Issue,Medium,Reopened,2024-01-01 16:36:33,2024-01-01 23:19:01,,alex.chen,Engineering,StartupXYZ,Chat,false,
SUP-2002925,Technical Support - RetailCo,Technical Support,High,Closed,2024-01-08 13:40:09,2024-01-08 17:29:44,2024-01-08 18:06:44,thomas.berg,Technical Team,RetailCo,Phone,false,
SUP-2002926,Performance Issue - Individual,Performance Issue,Medium,Closed,2024-01-10 09:53:24,2024-01-13 11:08:27,2024-01-13 11:26:27,alex.chen,Engineering,Individual,Chat,false,7.8
SUP-2002927,Technical Support - Acme Corp,Technical Support,Low,Closed,2024-01-17 10:42:14,2024-01-23 00:27:42,2024-01-23 01:13:42,carlos.silva,Technical Team,Acme Corp,Chat,false,5.3
SUP-2002928,Billing Issue - MedGroup,Billing Issue,Low,Closed,2024-01-04 10:48:51,2024-01-06 05:23:47,2024-01-06 06:11:47,jennifer.wu,Finance Support,MedGroup,Chat,false,
SUP-2002929,Integration Problem - RetailCo,Integration Problem,Low,Closed,2024-01-18 14:44:19,2024-01-24 13:37:49,2024-01-24 14:11:49,alex.chen,Integration Team,RetailCo,Chat,false,
SUP-2002930,Technical Support - Individual,Technical Support,Medium,Closed,2024-01-19 07:26:10,2024-01-20 18:57:48,2024-01-20 19:54:48,thomas.berg,Technical Team,Individual,Chat,false,6.6
SUP-2002931,Billing Issue - TechStart Inc,Billing Issue,High,Escalated,2024-01-06 12:43:23,2024-01-07 00:37:15,,carlos.silva,Finance Support,TechStart Inc,Portal,false,
SUP-2002932,Feature Request - MedGroup,Feature Request,Low,Closed,2024-01-09 14:45:31,2024-02-05 16:27:35,2024-02-05 17:04:35,carlos.silva,Product Team,MedGroup,Phone,true,5.2
SUP-2002933,Integration Problem - Acme Corp,Integration Problem,High,Closed,2024-01-19 14:09:59,2024-01-20 06:54:00,2024-01-20 07:42:00,laura.smith,Integration Team,Acme Corp,Portal,false,
SUP-2002934,Integration Problem - Acme Corp,Integration Problem,Medium,Closed,2024-01-17 14:21:00,2024-01-19 02:30:10,2024-01-19 02:51:10,thomas.berg,Integration Team,Acme Corp,Phone,false,2.9
SUP-2002935,Data Export/Import - MedGroup,Data Export/Import,Medium,Closed,2024-01-18 15:10:35,2024-01-20 07:59:18,2024-01-20 08:18:18,carlos.silva,Technical Team,MedGroup,Chat,false,5.3
SUP-2002936,Billing Issue - StartupXYZ,Billing Issue,High,Closed,2024-01-22 13:55:36,2024-01-22 16:05:39,2024-01-22 16:22:39,laura.smith,Finance Support,StartupXYZ,Email,false,8.9
SUP-2002937,Integration Problem - MedGroup,Integration Problem,Low,Closed,2024-01-16 12:55:02,2024-01-21 03:33:03,2024-01-21 03:48:03,maya.patel,Integration Team,MedGroup,Phone,false,6.3
SUP-2002938,Technical Support - MedGroup,Technical Support,Low,Closed,2024-01-10 08:58:47,2024-02-15 11:03:17,2024-02-15 11:40:17,carlos.silva,Technical Team,MedGroup,Portal,true,7.4
SUP-2002939,Feature Request - TechStart Inc,Feature Request,Medium,Reopened,2024-01-09 10:32:28,2024-01-12 12:11:40,,ryan.kim,Product Team,TechStart Inc,Email,false,
SUP-2002940,Feature Request - RetailCo,Feature Request,High,Closed,2024-01-01 09:43:51,2024-01-01 23:29:23,2024-01-01 23:42:23,jennifer.wu,Product Team,RetailCo,Email,false,5.9
SUP-2002941,Integration Problem - TechStart Inc,Integration Problem,Medium,Closed,2024-01-01 06:44:44,2024-01-02 12:11:33,2024-01-02 12:29:33,maya.patel,Integration Team,TechStart Inc,Email,false,6.4
SUP-2002942,Feature Request - Acme Corp,Feature Request,Medium,Escalated,2024-01-09 10:04:44,2024-01-11 14:54:08,,thomas.berg,Product Team,Acme Corp,Email,false,
SUP-2002943,Technical Support - CityCouncil,Technical Support,Critical,Closed,2024-01-09 16:35:45,2024-01-09 19:31:39,2024-01-09 19:47:39,sofia.moreau,Technical Team,CityCouncil,Phone,false,7.2
SUP-2002944,Billing Issue - Global Finance,Billing Issue,Critical,Escalated,2024-01-01 16:14:36,2024-01-01 17:00:31,,alex.chen,Finance Support,Global Finance,Portal,false,
SUP-2002945,Feature Request - Global Finance,Feature Request,Medium,Escalated,2024-01-18 15:45:45,2024-01-29 22:11:03,,ryan.kim,Product Team,Global Finance,Email,false,
SUP-2002946,Data Export/Import - TechStart Inc,Data Export/Import,Medium,Closed,2024-01-27 14:24:22,2024-01-28 05:41:02,2024-01-28 06:11:02,maya.patel,Technical Team,TechStart Inc,Chat,false,6.9
SUP-2002947,Feature Request - RetailCo,Feature Request,High,Escalated,2024-01-12 12:46:04,2024-01-13 08:44:55,,jennifer.wu,Product Team,RetailCo,Email,false,
SUP-2002948,Feature Request - RetailCo,Feature Request,Low,Closed,2024-01-19 10:06:40,2024-01-28 21:42:48,2024-01-28 22:26:48,laura.smith,Product Team,RetailCo,Portal,false,
SUP-2002949,Feature Request - Global Finance,Feature Request,Medium,Closed,2024-01-26 18:15:05,2024-01-28 12:50:10,2024-01-28 13:50:10,jennifer.wu,Product Team,Global Finance,Email,false,5.6
SUP-2002950,Integration Problem - Global Finance,Integration Problem,Medium,Closed,2024-01-15 16:06:34,2024-01-17 09:22:01,2024-01-17 10:13:01,alex.chen,Integration Team,Global Finance,Portal,false,6.4
SUP-2002951,Performance Issue - TechStart Inc,Performance Issue,Medium,Closed,2024-01-09 10:15:11,2024-01-11 09:24:27,2024-01-11 09:51:27,carlos.silva,Engineering,TechStart Inc,Chat,false,5.8
SUP-2002952,Data Export/Import - Acme Corp,Data Export/Import,Critical,Closed,2024-01-11 01:19:21,2024-01-11 06:48:44,2024-01-11 07:17:44,carlos.silva,Technical Team,Acme Corp,Chat,true,
SUP-2002953,Data Export/Import - TechStart Inc,Data Export/Import,Medium,Closed,2024-01-17 08:07:05,2024-01-18 16:20:10,2024-01-18 16:45:10,laura.smith,Technical Team,TechStart Inc,Portal,false,6.6
SUP-2002954,Billing Issue - Acme Corp,Billing Issue,Medium,Closed,2024-01-15 11:47:28,2024-01-18 04:08:01,2024-01-18 04:20:01,thomas.berg,Finance Support,Acme Corp,Chat,false,
SUP-2002955,Technical Support - TechStart Inc,Technical Support,High,Closed,2024-01-03 22:27:02,2024-01-04 07:04:54,2024-01-04 07:26:54,alex.chen,Technical Team,TechStart Inc,Phone,false,
SUP-2002956,Account Management - Individual,Account Management,Low,Closed,2024-01-24 16:30:24,2024-01-31 11:18:51,2024-01-31 11:39:51,carlos.silva,Account Team,Individual,Phone,false,6.7
SUP-2002957,Billing Issue - Acme Corp,Billing Issue,Medium,Closed,2024-01-14 12:01:05,2024-01-16 13:51:11,2024-01-16 13:57:11,laura.smith,Finance Support,Acme Corp,Portal,false,7.0
SUP-2002958,Feature Request - MedGroup,Feature Request,Low,Closed,2024-01-26 15:12:13,2024-02-01 15:30:18,2024-02-01 16:11:18,ryan.kim,Product Team,MedGroup,Portal,false,3.6
SUP-2002959,Billing Issue - CityCouncil,Billing Issue,Medium,Closed,2024-01-17 21:40:15,2024-01-18 10:51:23,2024-01-18 11:28:23,jennifer.wu,Finance Support,CityCouncil,Email,false,6.9
SUP-2002960,Data Export/Import - Individual,Data Export/Import,Medium,Closed,2024-01-16 16:57:01,2024-01-18 14:36:10,2024-01-18 15:12:10,sofia.moreau,Technical Team,Individual,Email,false,7.4
SUP-2002961,Feature Request - TechStart Inc,Feature Request,Medium,Escalated,2024-01-05 19:32:50,2024-01-07 02:46:40,,carlos.silva,Product Team,TechStart Inc,Email,false,
SUP-2002962,Billing Issue - Global Finance,Billing Issue,High,Closed,2024-01-24 11:42:29,2024-01-25 16:38:11,2024-01-25 17:16:11,thomas.berg,Finance Support,Global Finance,Portal,true,5.5
SUP-2002963,Integration Problem - StartupXYZ,Integration Problem,Low,Reopened,2024-01-09 11:15:10,2024-01-17 06:47:58,,thomas.berg,Integration Team,StartupXYZ,Phone,false,
SUP-2002964,Feature Request - UniServices,Feature Request,Medium,Closed,2024-01-18 09:25:33,2024-01-19 14:38:19,2024-01-19 15:38:19,alex.chen,Product Team,UniServices,Email,false,6.4
SUP-2002965,Feature Request - MedGroup,Feature Request,Medium,Closed,2024-01-17 16:51:33,2024-01-27 08:28:21,2024-01-27 08:43:21,carlos.silva,Product Team,MedGroup,Phone,true,3.6
SUP-2002966,Account Management - Global Finance,Account Management,High,Closed,2024-01-17 03:56:18,2024-01-17 11:58:43,2024-01-17 12:55:43,maya.patel,Account Team,Global Finance,Phone,false,6.5
SUP-2002967,Technical Support - MedGroup,Technical Support,High,Closed,2024-01-03 12:40:33,2024-01-04 02:17:26,2024-01-04 03:14:26,maya.patel,Technical Team,MedGroup,Phone,false,7.2
